Url,content_count_words
https://www.infratex.com.au/applications,63
https://www.infratex.com.au/contact,143
https://www.infratex.com.au/knowledgebase/case-studies/,64
https://www.infratex.com.au/knowledgebase/technical-guides/,64
https://www.infratex.com.au/products/,42
https://www.infratex.com.au/products/gcl/InfraSealHS/,183
https://www.infratex.com.au/products/gcls/InfraSealHS/,183
https://www.infratex.com.au/products/geogrid/Composite%20Geogrid%2050-150/,184
https://www.infratex.com.au/products/geogrid/InfraGridTX/,75
